,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,normAmount
6870,-1.86375555343732,3.44264397684973,-4.4682597314551105,2.8053362594025097,-2.1184124774924,-2.3322848873146698,-4.2612371974404,1.70168184397858,-1.43939587542941,-6.999906633865219,6.31620967716699,-8.67081800476226,0.316023991908777,-7.417712064750531,-0.43653747136614596,-3.65280196004741,-6.293145319073759,-1.24324829133852,0.364810482193887,0.36092400372093,0.66792657242141,-0.5162423621288039,-0.012217811746838999,0.070613703103445,0.0585044669560628,0.304882839588584,0.418012467185258,0.208858278145839,-0.3492313067728856
152015,-0.42545390529581895,1.2262449662461001,-1.31490375687827,0.775567082421398,2.26436971774674,-0.768401416940072,1.37121448550651,-0.326371112363896,0.8163246014704109,-1.71539376066542,-0.0692405822458075,-3.42218116881525,0.880846138134705,-0.6012364722651171,-1.2876129058586498,0.26342052144101197,2.15798667687085,1.07727326673778,-0.764922294108495,-0.22928569018698897,-0.21007309419864104,-0.28052914655156896,-0.351880789901071,-0.0988832514682097,0.411761758108683,-0.588555780532983,-0.0465773639464884,0.0892991817094364,-0.133334652300236
261556,2.03093006994173,-0.8661553217925442,-0.22822121182899502,-0.428372689195789,-1.15558170818706,-0.474754217181347,-0.8733823189291251,-0.0395031818761459,-0.41541369152463203,0.9465281466578059,0.921551280224147,1.2555242232188102,1.1077560996584999,-0.160820586112244,-0.43165919953250803,-0.961078516127256,-0.5018644627629301,1.20713151758916,-0.554330911842255,-0.5009679336314661,-0.546578234237417,-1.04035413412307,0.497880814534869,0.0449515846272974,-0.7804725744653009,0.204252646281259,-0.015302224523723,-0.0430127434704892,-0.24532104659243817
214775,-0.395582180999488,-0.751792062726136,-1.9846657222602,-0.203459370656895,1.9039671762194699,-1.43028863275949,-0.0765478971696953,-0.99226038178304,0.756307218859539,0.21763045361195396,0.253931337415353,-0.0757071123077077,-2.21552535883192,1.06526242773606,-0.775503007617278,-0.911031401859836,-0.22376826860904298,0.7683698339548871,0.47752145244379296,-1.02771589618176,1.37751532224779,2.15178705623536,0.189224816804228,0.7729432780678609,-0.8724431900238622,-0.200611549796534,0.35685591152347707,0.0321134824802381,-0.3504707134930064
149145,-2.40558049004183,3.7382349648067303,-2.31784304058402,1.36744244056479,0.39400112765787,1.91993798476143,-3.1069420475368195,-10.7644025337266,3.3535248599039,0.369936028027435,0.382172176843061,-2.26293253493218,1.2106045832166399,-1.88061870491121,-0.934160416330735,0.235476804417352,3.32156931100987,1.90627082950488,-0.5813556906470569,-2.14087382269319,10.0059980130045,-2.4549640950160097,1.6849569469609198,0.118263083149952,-1.53138011163519,-0.6953075711194662,-0.15250156201687698,-0.138866256312262,-0.32528277047119725
15781,-25.2663550194138,14.323253809723301,-26.823672913511402,6.349247807436889,-18.664250613469,-4.647403048668781,-17.971212019270602,16.6331030618556,-3.76835097141465,-8.303239351259,4.7832573670124106,-6.6992520739678,0.8467678646696429,-6.57627643636006,-0.0623303798952992,-5.96165987257541,-12.218481717679698,-4.79184198325342,0.8948535218387991,1.6582888444590198,1.7807009704659298,-1.8613181472691398,-1.18816729293127,0.156667050663465,1.7681919823691399,-0.219916008250323,1.4118547768543201,0.414656383638367,0.046539245565032604
11710,-14.724627011925302,7.875156792730469,-21.872317364456602,11.906169907890101,-8.34873369160876,-2.2628464196924503,-15.8334427819606,0.0778736741759969,-6.35683349086288,-13.2616517082667,10.0637897462894,-14.394766801672098,0.654888723464231,-14.2483158270781,-0.30536076140107105,-8.16163244506225,-12.2809648581754,-4.81858639342974,0.7197876821087908,0.996468755724792,-2.3623449275188397,1.09955729576975,1.0371994230130699,-1.03635934178889,-0.254776514154375,0.642343201018144,2.16112922373151,-1.40128201963858,-0.3492313067728856
41092,-0.692451067516708,0.699154577836817,2.1109602772473,0.389917423983688,-0.5046343729969229,0.424914553410881,-0.35956420929989097,-0.48470774709909104,-0.420482352529723,-0.0848967580638739,1.6735378330827502,0.75550707640885,0.0835877987427022,0.20997301388544898,1.2294717511058202,0.0275452557574712,-0.0444143522761707,0.29079859094062394,0.5921371155922961,-0.11286446354631698,0.955680671480161,0.357710617810655,0.0990792616240628,0.24799978165801997,-0.775751484643297,0.4712164559060421,0.221144661710933,0.13514256285324,-0.2315276492233522
87066,-1.4307392922679099,0.1405809034739,1.4266732074386201,0.0626212217325907,1.32355541649627,0.0907614257046299,0.7445338632609259,0.0373662504134673,-0.20324104949990898,-0.161501931529515,1.19071763134041,0.18412316486428898,-1.5841143322183302,0.311977653887468,-0.582171974878984,-0.6822227180099909,-0.0950011006884901,-0.63758786352875,-0.974073021650756,-0.415937304436831,0.065470386710083,0.525292318289986,0.00974828200185257,-0.314617621000516,0.315989065972759,-0.4177763685420779,-0.291084320316695,-0.0920314678759662,-0.34851165125797673
112675,0.941484722874414,-0.905150900429783,0.863725736474441,0.523152447345231,-0.728980718165794,1.45603534628596,-1.01400988135094,0.561101805982636,-0.3879455677316961,0.490233676917575,0.20807271789198897,0.138806198691332,-0.525662959915404,0.0285993197373722,1.46051065361238,-2.7698228874528397,1.3012014626261699,-0.530545404403048,-2.80721265109865,-0.582395315868837,-0.06438766333393799,0.404766461308017,0.0581241292542007,-0.6590745177377211,0.116512113640381,-0.12004096178860901,0.131284271872693,0.0343777759896921,-0.019389195773004266
42635,-7.334341020500821,4.96089229123138,-8.451409591485469,8.1748251681484,-7.23746372952055,-2.38271066458273,-11.508841857555199,4.63579753722901,-6.55776036636164,-11.519860926414198,6.45582813287588,-13.3802218737527,0.545279226790884,-13.0268638593173,-0.45359454359649504,-13.2515419788937,-22.8839985767803,-9.287832213974019,4.03823050489431,0.7233138222498392,2.15375502636012,0.0339216178167887,-0.0140949200284419,0.6252499553065569,-0.0533903339689031,0.164708739959664,1.41104749421382,0.315644799820923,-0.30773117207980966
